OBJECTID,BlockLot,PermitNum,NEIGHBOR,DateIssue,Converted,Year,Longitude,Latitude
1649951,7993A003,USE2019-55203,WEST HILLS,9/2/20,9/2/20 0:00,2020,-76.70659897,39.29564828
1649985,7993A036,USE2020-54544,WEST HILLS,10/20/20,10/20/20 0:00,2020,-76.70894206,39.29743592
1650206,7993A263,USE2020-50959,WEST HILLS,5/12/20,5/12/20 0:00,2020,-76.7105312,39.29762743
1650366,7993C005,USE2019-56242,WEST HILLS,1/21/20,1/21/20 0:00,2020,-76.70707218,39.29380131
1650583,8019 013,USE2020-52017,TEN HILLS,5/28/20,5/28/20 0:00,2020,-76.70059341,39.28844907
1651367,8091 007,USE2020-51697,WESTGATE,4/14/20,4/14/20 0:00,2020,-76.70962058,39.27937067
1651425,8102A007,USE2020-52900,TREMONT,7/27/20,7/27/20 0:00,2020,-76.69368923,39.28168957
1651889,8102F019,USE2020-53262,TREMONT,8/7/20,8/7/20 0:00,2020,-76.69557345,39.28389288
1652649,8139D031,USE2020-52832,BEECHFIELD,7/21/20,7/21/20 0:00,2020,-76.69932617,39.28096011
1652662,8139D044,USE2020-54467,BEECHFIELD,11/2/20,11/2/20 0:00,2020,-76.69993016,39.28067487
1654139,8210 019,USE2020-50614,WEST ARLINGTON,2/28/20,2/28/20 0:00,2020,-76.68722428,39.34149137
1654319,8219 006,USE2020-51400,WEST ARLINGTON,4/1/20,4/1/20 0:00,2020,-76.6950269,39.33999628
1654365,8221 014,USE2020-51989,WEST ARLINGTON,5/27/20,5/27/20 0:00,2020,-76.69015552,39.3404597
1654424,8225 016,USE2019-56273,WEST ARLINGTON,1/2/20,1/2/20 0:00,2020,-76.69008384,39.3389681
1654454,8229 006,USE2020-50914,WEST ARLINGTON,4/16/20,4/16/20 0:00,2020,-76.6906117,39.33794535
1654804,8245 013,USE2020-54577,HOWARD PARK,11/4/20,11/4/20 0:00,2020,-76.69517066,39.33334185
1654852,8248 003,USE2019-55236,HOWARD PARK,10/13/20,10/13/20 0:00,2020,-76.6921368,39.33133033
1654861,8248 010,USE2020-52839,HOWARD PARK,10/26/20,10/26/20 0:00,2020,-76.6916613,39.33140761
1655782,8293 030A,USE2020-51681,HOWARD PARK,6/30/20,6/30/20 0:00,2020,-76.7011651,39.33265343
1655912,8301 014,USE2020-51610,CENTRAL FOREST PARK,4/14/20,4/14/20 0:00,2020,-76.69011071,39.32925005
1655941,8303A001,USE2020-52669,HOWARD PARK,6/26/20,6/26/20 0:00,2020,-76.69255157,39.32809254
1656139,8313 001,USE2020-50611,HOWARD PARK,3/25/20,3/25/20 0:00,2020,-76.70935256,39.33244773
1656301,8323 017,USE2020-52010,HOWARD PARK,5/21/20,5/21/20 0:00,2020,-76.70559305,39.32983952
1656616,8346A019,USE2020-52210,HOWARD PARK,6/4/20,6/4/20 0:00,2020,-76.7033821,39.3269099
1656804,8359 005,USE2020-50748,CENTRAL FOREST PARK,2/28/20,2/28/20 0:00,2020,-76.69016771,39.32538972
